STATION,DATE,TIME,WATER_LEVEL,QUALITY,DATATRANS,COMMENT
A3N0015 ,19770121,00:00,-3.31,26,7,                                                                                                    
A3N0015 ,19770524,12:00,-3.55,26,7,                                                                                                    
A3N0015 ,19770624,12:00,-4.21,26,7,                                                                                                    
A3N0015 ,19770727,12:00,-4.98,26,7,                                                                                                    
A3N0015 ,19770826,12:00,-5.72,26,7,                                                                                                    
A3N0015 ,19770923,12:00,-6.4,26,7,                                                                                                    
A3N0015 ,19771015,12:00,-7.35,26,7,                                                                                                    
A3N0015 ,19771128,12:00,-8.41,26,7,                                                                                                    
A3N0015 ,19771230,12:00,-9.4,26,7,                                                                                                    
A3N0015 ,19780119,12:00,-10.99,26,7,                                                                                                    
A3N0015 ,19780227,12:00,-10.64,26,7,                                                                                                    
A3N0015 ,19780331,12:00,-9.23,26,7,                                                                                                    
A3N0015 ,19780427,12:00,-8.8,26,7,                                                                                                    
A3N0015 ,19780529,12:00,-9.82,26,7,                                                                                                    
A3N0015 ,19780629,12:00,-9.83,26,7,                                                                                                    
A3N0015 ,19780728,12:00,-10,26,7,                                                                                                    
A3N0015 ,19780829,12:00,-9.98,26,7,                                                                                                    
A3N0015 ,19780927,12:00,-11.28,26,7,                                                                                                    
A3N0015 ,19781030,12:00,-11.99,26,7,                                                                                                    
A3N0015 ,19781128,12:00,-12.58,26,7,                                                                                                    
A3N0015 ,19781215,12:00,-12.58,26,7,                                                                                                    
A3N0015 ,19790109,12:00,-12.62,26,7,                                                                                                    
A3N0015 ,19790619,12:00,-15.21,26,7,                                                                                                    
A3N0015 ,19790716,12:00,-15.24,26,7,                                                                                                    
A3N0015 ,19790822,12:00,-15.59,26,7,                                                                                                    
A3N0015 ,19790921,12:00,-15.67,26,7,                                                                                                    
A3N0015 ,19791024,12:00,-15.79,26,7,                                                                                                    
A3N0015 ,19791121,12:00,-15.81,26,7,                                                                                                    
A3N0015 ,19791219,12:00,-15.87,26,7,                                                                                                    
A3N0015 ,19800123,12:00,-16.48,26,7,                                                                                                    
A3N0015 ,19800220,12:00,-16.52,26,7,                                                                                                    
A3N0015 ,19800319,12:00,-16.5,26,7,                                                                                                    
A3N0015 ,19800424,12:00,-16.53,26,7,                                                                                                    
A3N0015 ,19800521,12:00,-16.71,26,7,                                                                                                    
A3N0015 ,19800618,12:00,-16.74,26,7,                                                                                                    
A3N0015 ,19800723,12:00,-16.83,26,7,                                                                                                    
A3N0015 ,19800821,12:00,-16.91,26,7,                                                                                                    
A3N0015 ,19800916,12:00,-16.97,26,7,                                                                                                    
A3N0015 ,19801022,12:00,-16.99,26,7,                                                                                                    
A3N0015 ,19801118,12:00,-17.03,26,7,                                                                                                    
A3N0015 ,19801209,12:00,-17.21,26,7,                                                                                                    
A3N0015 ,19810120,12:00,-17.23,26,7,                                                                                                    
A3N0015 ,19810218,12:00,-16.79,26,7,                                                                                                    
A3N0015 ,19810318,12:00,-16.57,26,7,                                                                                                    
A3N0015 ,19810422,12:00,-16.85,26,7,                                                                                                    
A3N0015 ,19810519,12:00,-16.87,26,7,                                                                                                    
A3N0015 ,19810616,12:00,-16.93,26,7,                                                                                                    
A3N0015 ,19810721,12:00,-17.19,26,7,                                                                                                    
A3N0015 ,19810818,12:00,-17.27,26,7,                                                                                                    
A3N0015 ,19810908,12:00,-17.29,26,7,                                                                                                    
A3N0015 ,19811013,12:00,-17.47,26,7,                                                                                                    
A3N0015 ,19811110,12:00,-17.7,26,7,                                                                                                    
A3N0015 ,19811215,12:00,-17.77,26,7,                                                                                                    
A3N0015 ,19820119,12:00,-18.2,26,7,                                                                                                    
A3N0015 ,19820217,12:00,-18.31,26,7,                                                                                                    
A3N0015 ,19820316,12:00,-18.44,26,7,                                                                                                    
A3N0015 ,19820429,12:00,-16.55,26,7,                                                                                                    
A3N0015 ,19820518,12:00,-16.51,26,7,                                                                                                    
A3N0015 ,19820622,12:00,-16.5,26,7,                                                                                                    
A3N0015 ,19820720,12:00,-14.78,26,7,                                                                                                    
A3N0015 ,19820817,12:00,-14.78,26,7,                                                                                                    
A3N0015 ,19820921,12:00,-14.97,26,7,                                                                                                    
A3N0015 ,19821013,12:00,-15.05,26,7,                                                                                                    
A3N0015 ,19821110,12:00,-14.27,26,7,                                                                                                    
A3N0015 ,19821214,12:00,-14.33,26,7,                                                                                                    
A3N0015 ,19830112,12:00,-14.43,26,7,                                                                                                    
A3N0015 ,19830209,12:00,-14.3,26,7,                                                                                                    
A3N0015 ,19830310,12:00,-14.43,26,7,                                                                                                    
A3N0015 ,19830411,12:00,-15.89,26,7,                                                                                                    
A3N0015 ,19830515,12:00,-16.07,26,7,                                                                                                    
A3N0015 ,19830613,12:00,-16.03,26,7,                                                                                                    
A3N0015 ,19830714,12:00,-16.01,26,7,                                                                                                    
A3N0015 ,19830815,12:00,-17.21,26,7,                                                                                                    
A3N0015 ,19830915,12:00,-17.37,26,7,                                                                                                    
A3N0015 ,19831025,12:00,-17.37,26,7,                                                                                                    
A3N0015 ,19831116,12:00,-17.36,26,7,                                                                                                    
A3N0015 ,19831213,12:00,-17.39,26,7,                                                                                                    
A3N0015 ,19840117,12:00,-18.66,26,7,                                                                                                    
A3N0015 ,19840214,12:00,-18.76,26,7,                                                                                                    
A3N0015 ,19840313,12:00,-18.77,26,7,                                                                                                    
A3N0015 ,19840412,12:00,-19.06,26,7,                                                                                                    
A3N0015 ,19840515,12:00,-19.08,26,7,                                                                                                    
A3N0015 ,19840717,12:00,-19.21,26,7,                                                                                                    
A3N0015 ,19840803,12:00,-19.41,26,7,                                                                                                    
A3N0015 ,19840905,12:00,-19.32,26,7,                                                                                                    
A3N0015 ,19841001,12:00,-19.44,26,7,                                                                                                    
A3N0015 ,19841102,12:00,-19.45,26,7,                                                                                                    
A3N0015 ,19841204,12:00,-19.3,26,7,                                                                                                    
A3N0015 ,19850108,12:00,-19.66,26,7,                                                                                                    
A3N0015 ,19850312,12:00,-19.4,26,7,                                                                                                    
A3N0015 ,19850412,12:00,-19.43,26,7,                                                                                                    
A3N0015 ,19850507,12:00,-19.43,26,7,                                                                                                    
A3N0015 ,19850603,12:00,-19.44,26,7,                                                                                                    
A3N0015 ,19850703,12:00,-19.49,26,7,                                                                                                    
A3N0015 ,19850801,12:00,-19.56,26,7,                                                                                                    
A3N0015 ,19850829,12:00,-19.67,26,7,                                                                                                    
A3N0015 ,19850930,12:00,-19.78,26,7,                                                                                                    
A3N0015 ,19851028,12:00,-19.89,26,7,                                                                                                    
A3N0015 ,19851128,12:00,-20.15,26,7,                                                                                                    
A3N0015 ,19851230,12:00,-20.03,26,7,                                                                                                    
A3N0015 ,19860129,12:00,-20.14,26,7,                                                                                                    
A3N0015 ,19860227,12:00,-20.33,26,7,                                                                                                    
A3N0015 ,19860327,12:00,-20.35,26,7,                                                                                                    
A3N0015 ,19860430,12:00,-20.42,26,7,                                                                                                    
A3N0015 ,19860515,12:00,-20.67,26,7,                                                                                                    
A3N0015 ,19860615,12:00,-19.17,26,7,                                                                                                    
A3N0015 ,19860625,12:00,-20.79,26,7,                                                                                                    
A3N0015 ,19860729,12:00,-20.82,26,7,                                                                                                    
A3N0015 ,19860828,12:00,-20.55,26,7,                                                                                                    
A3N0015 ,19860930,12:00,-20.71,26,7,                                                                                                    
A3N0015 ,19861023,12:00,-20.78,26,7,                                                                                                    
A3N0015 ,19861126,12:00,-20.87,26,7,                                                                                                    
A3N0015 ,19861215,12:00,-20.86,26,7,                                                                                                    
A3N0015 ,19870128,12:00,-21,26,7,                                                                                                    
A3N0015 ,19870226,12:00,-24.11,26,7,                                                                                                    
A3N0015 ,19870331,12:00,-21.03,26,7,                                                                                                    
A3N0015 ,19870427,12:00,-24.14,26,7,                                                                                                    
A3N0015 ,19870604,12:00,-21.11,26,7,                                                                                                    
A3N0015 ,19870706,12:00,-21.11,26,7,                                                                                                    
A3N0015 ,19870729,12:00,-21.09,26,7,                                                                                                    
A3N0015 ,19870902,12:00,-21.15,26,7,                                                                                                    
A3N0015 ,19871103,12:00,-21.32,26,7,                                                                                                    
A3N0015 ,19871209,12:00,-21.32,26,7,                                                                                                    
A3N0015 ,19880105,12:00,-21.41,26,7,                                                                                                    
A3N0015 ,19880225,12:00,-21.33,26,7,                                                                                                    
A3N0015 ,19880323,12:00,-20.74,26,7,                                                                                                    
A3N0015 ,19880421,12:00,-19.21,26,7,                                                                                                    
A3N0015 ,19880525,12:00,-18.46,26,7,                                                                                                    
A3N0015 ,19880621,12:00,-18.34,26,7,                                                                                                    
A3N0015 ,19880715,12:00,-18.4,26,7,                                                                                                    
A3N0015 ,19880810,12:00,-18.75,26,7,                                                                                                    
A3N0015 ,19880907,12:00,-18.59,26,7,                                                                                                    
A3N0015 ,19881006,12:00,-18.7,26,7,                                                                                                    
A3N0015 ,19881103,12:00,-18.75,26,7,                                                                                                    
A3N0015 ,19881213,12:00,-18.31,26,7,                                                                                                    
A3N0015 ,19890111,12:00,-18.71,26,7,                                                                                                    
A3N0015 ,19890207,12:00,-18.89,26,7,                                                                                                    
A3N0015 ,19890227,12:00,-15.4,26,7,                                                                                                    
A3N0015 ,19890301,12:00,-18.09,26,7,                                                                                                    
A3N0015 ,19890329,12:00,-15.79,26,7,                                                                                                    
A3N0015 ,19890419,12:00,-15.45,26,7,                                                                                                    
A3N0015 ,19890516,12:00,-18.35,26,7,                                                                                                    
A3N0015 ,19890620,12:00,-18.33,26,7,                                                                                                    
A3N0015 ,19890829,12:00,-15.56,26,7,                                                                                                    
A3N0015 ,19890919,12:00,-15.68,26,7,                                                                                                    
A3N0015 ,19891024,12:00,-15.96,26,7,                                                                                                    
A3N0015 ,19891121,12:00,-16.11,26,7,                                                                                                    
A3N0015 ,19891220,12:00,-16.31,26,7,                                                                                                    
A3N0015 ,19900116,12:00,-16.52,26,7,                                                                                                    
A3N0015 ,19900220,12:00,-17.03,26,7,                                                                                                    
A3N0015 ,19900320,12:00,-17.5,26,7,                                                                                                    
A3N0015 ,19900418,12:00,-17.94,26,7,                                                                                                    
A3N0015 ,19900515,12:00,-18.03,26,7,                                                                                                    
A3N0015 ,19900619,12:00,-18.25,26,7,                                                                                                    
A3N0015 ,19900718,12:00,-18.42,26,7,                                                                                                    
A3N0015 ,19900815,12:00,-18.54,26,7,                                                                                                    
A3N0015 ,19900918,12:00,-18.59,26,7,                                                                                                    
A3N0015 ,19901016,12:00,-18.68,26,7,                                                                                                    
A3N0015 ,19901113,12:00,-18.86,26,7,                                                                                                    
A3N0015 ,19901211,12:00,-18.86,26,7,                                                                                                    
A3N0015 ,19910115,12:00,-19.07,26,7,                                                                                                    
A3N0015 ,19910219,12:00,-18.93,26,7,                                                                                                    
A3N0015 ,19910318,12:00,-18.47,26,7,                                                                                                    
A3N0015 ,19910416,12:00,-17.46,26,7,                                                                                                    
A3N0015 ,19910514,12:00,-16.81,26,7,                                                                                                    
A3N0015 ,19910618,12:00,-16.67,26,7,                                                                                                    
A3N0015 ,19910716,12:00,-16.65,26,7,                                                                                                    
A3N0015 ,19910814,12:00,-16.97,26,7,                                                                                                    
A3N0015 ,19910917,12:00,-17.39,26,7,                                                                                                    
A3N0015 ,19911015,12:00,-17.75,26,7,                                                                                                    
A3N0015 ,19911112,12:00,-17.99,26,7,                                                                                                    
A3N0015 ,19920113,12:00,-18.46,26,7,                                                                                                    
A3N0015 ,19920212,12:00,-18.56,26,7,                                                                                                    
A3N0015 ,19920317,12:00,-18.66,26,7,                                                                                                    
A3N0015 ,19920427,12:00,-18.72,26,7,                                                                                                    
A3N0015 ,19920519,12:00,-18.73,26,7,                                                                                                    
A3N0015 ,19920617,12:00,-18.92,26,7,                                                                                                    
A3N0015 ,19920722,12:00,-18.92,26,7,                                                                                                    
A3N0015 ,19920824,12:00,-19.03,26,7,                                                                                                    
A3N0015 ,19920917,12:00,-18.78,26,7,                                                                                                    
A3N0015 ,19921022,12:00,-19.23,26,7,                                                                                                    
A3N0015 ,19921117,12:00,-19.22,26,7,                                                                                                    
A3N0015 ,19921214,12:00,-19.19,26,7,                                                                                                    
A3N0015 ,19930114,12:00,-19.25,26,7,                                                                                                    
A3N0015 ,19930218,12:00,-19.34,26,7,                                                                                                    
A3N0015 ,19930318,12:00,-19.32,26,7,                                                                                                    
A3N0015 ,19930421,12:00,-19.34,26,7,                                                                                                    
A3N0015 ,19930524,12:00,-19.45,26,7,                                                                                                    
A3N0015 ,19930622,12:00,-19.45,26,7,                                                                                                    
A3N0015 ,19930720,12:00,-19.56,26,7,                                                                                                    
A3N0015 ,19930818,12:00,-19.68,26,7,                                                                                                    
A3N0015 ,19930914,12:00,-19.82,26,7,                                                                                                    
A3N0015 ,19931019,12:00,-19.86,26,7,                                                                                                    
A3N0015 ,19931125,12:00,-20.09,26,7,                                                                                                    
A3N0015 ,19931213,12:00,-20.18,26,7,                                                                                                    
A3N0015 ,19940118,12:00,-20.31,26,7,                                                                                                    
A3N0015 ,19940216,12:00,-20.31,26,7,                                                                                                    
A3N0015 ,19940503,12:00,-19.87,26,7,                                                                                                    
A3N0015 ,19940607,12:00,-19.89,26,7,                                                                                                    
A3N0015 ,19940629,12:00,-19.92,26,7,                                                                                                    
A3N0015 ,19940728,12:00,-19.96,26,7,                                                                                                    
A3N0015 ,19940831,12:00,-20.79,26,7,                                                                                                    
A3N0015 ,19940922,12:00,-20.83,26,7,                                                                                                    
A3N0015 ,19941019,12:00,-20.84,26,7,                                                                                                    
A3N0015 ,19941122,12:00,-20.97,26,7,                                                                                                    
A3N0015 ,19941220,12:00,-20.65,26,7,                                                                                                    
